User ID,Age,Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Workout Intensity,Sleep Hours,Body Fat (%)
547,38,Running,66,815,131,Medium,5.7,28.5
548,19,Yoga,19,848,151,Medium,5.1,28.5
549,35,HIIT,16,949,136,High,7.2,28.5
550,53,Cycling,96,376,140,Low,8.3,28.5
551,31,Yoga,68,325,165,High,6.4,28.5
552,19,HIIT,29,303,84,Medium,8.9,28.5
553,58,Yoga,64,339,122,Low,6.6,28.5
554,52,Running,107,611,100,Low,8.3,28.5
555,56,Strength,85,584,154,High,4.8,28.5
556,59,HIIT,76,424,154,Low,8.8,28.5
557,31,Cardio,112,852,94,High,5.1,28.5
558,52,Cardio,57,621,160,Low,4.4,28.5
559,34,HIIT,11,393,173,Low,6.3,28.5
560,35,Cardio,70,633,176,Medium,7.4,28.5
561,52,Strength,101,672,168,Low,7.6,28.5
562,26,Running,34,341,142,Medium,7.1,28.5
563,34,Running,68,432,127,Low,5.1,28.5
564,19,Yoga,79,583,167,Low,4.3,28.5
565,54,Strength,59,615,84,High,9.2,28.5
566,27,HIIT,33,528,167,Low,9.9,28.5
567,37,Yoga,53,877,172,Low,6.6,28.5
568,42,Running,68,856,115,High,5.9,28.5
569,47,HIIT,89,733,176,Medium,6.2,28.5
570,45,Cardio,96,290,131,Medium,5.5,28.5
571,53,Strength,45,888,118,Medium,6.5,28.5
572,57,HIIT,37,223,139,Medium,5.5,28.5
573,45,HIIT,29,607,81,Medium,8.9,28.5
574,34,Running,29,362,122,Medium,7.1,28.5
575,29,Running,35,875,103,Low,9.6,28.5
576,27,Strength,95,996,169,Medium,5.4,28.5
577,18,Cardio,15,251,178,High,10,28.5
578,36,Cycling,101,360,96,Low,7.5,28.5
579,51,Strength,114,552,167,High,4.4,28.5
580,58,Running,94,947,168,Medium,7.1,28.5
581,19,Cycling,88,756,103,High,7.6,28.5
582,39,HIIT,22,798,104,Low,9.9,28.5
583,20,Cardio,31,704,128,Low,7.3,28.5
584,49,Cardio,45,183,179,Medium,7.6,28.5
585,46,Strength,88,655,103,Medium,4.5,28.5
586,44,HIIT,78,213,145,Low,6.6,28.5
587,56,Strength,85,380,157,Medium,5.7,28.5
588,44,HIIT,78,687,133,High,8.3,28.5
589,47,Cardio,100,771,96,Low,4.7,28.5
590,35,Cycling,38,530,97,Low,5.1,28.5
591,32,Cycling,63,516,87,High,7.4,28.5
592,41,Cycling,55,771,157,High,5,28.5
593,22,Running,99,252,119,Low,9.7,28.5
594,34,Cardio,78,779,120,High,4.5,28.5
595,24,Cardio,41,172,102,High,6.1,28.5
596,18,HIIT,100,101,140,High,8,28.5
597,46,Cardio,26,702,137,High,6.9,28.5
598,32,Yoga,56,882,166,High,7.6,28.5
599,20,Running,31,924,105,High,9.2,28.5
600,40,Yoga,42,910,168,Medium,7.5,28.5
601,53,HIIT,92,887,139,High,7.1,28.5
602,44,Running,79,343,84,Low,6.3,28.5
603,36,Yoga,11,720,147,High,5.2,28.5
604,43,Cycling,67,253,99,Low,5.6,28.5
605,39,Yoga,19,484,161,High,7.4,28.5
606,22,Running,46,245,128,High,6.3,28.5
607,59,Cardio,57,903,114,Low,8.7,28.5
608,29,HIIT,108,300,88,Low,4.6,28.5
609,35,Running,25,278,171,Medium,6.1,28.5
610,52,Running,100,788,121,Medium,4.4,28.5
611,20,HIIT,45,683,125,High,9.3,28.5
612,51,Cardio,104,991,112,Medium,6.5,28.5
613,41,Cardio,15,487,100,High,6.3,28.5
614,35,Strength,50,540,104,Medium,6.6,28.5
615,30,Cycling,33,230,150,Medium,5.3,28.5
616,34,Yoga,29,365,131,Low,9.5,28.5
617,20,Yoga,38,161,169,Low,5.7,28.5
618,58,Strength,79,523,171,High,6.7,28.5
619,37,HIIT,75,876,136,Medium,6.1,28.5
620,46,Running,114,526,123,High,6,28.5
621,38,HIIT,39,830,128,Low,6.3,28.5
622,30,Cardio,109,707,106,Low,7.6,28.5
623,32,Yoga,88,465,86,Low,6.9,28.5
624,30,HIIT,101,468,121,High,8.9,28.5
625,32,Cycling,88,761,126,Low,9.9,28.5
626,57,Cardio,13,148,86,Low,7.8,28.5
627,19,Strength,24,273,146,Medium,5.9,28.5
628,20,Running,112,318,172,Low,10,28.5
629,55,Strength,85,408,156,Low,7,28.5
630,55,Cardio,86,473,141,Medium,4.7,28.5
631,28,Cardio,54,133,96,High,4.6,28.5
632,54,Running,24,418,102,Medium,9.9,28.5
633,49,Cycling,13,874,176,Low,7.4,28.5
634,29,Cycling,97,653,153,Low,8.2,28.5
635,18,Cycling,60,298,83,High,7.6,28.5
636,56,Running,31,549,119,Medium,8.1,28.5
637,31,Cardio,29,261,178,Low,8.4,28.5
638,23,Cardio,43,952,167,Medium,8.1,28.5
639,25,HIIT,75,292,152,Low,5.3,28.5
640,44,HIIT,116,146,177,High,7.2,28.5
641,51,HIIT,13,916,117,Medium,7.8,28.5
642,57,Running,54,949,86,Low,9.6,28.5
643,44,Running,85,783,86,High,5.8,28.5
644,56,Running,111,829,157,Medium,5.9,28.5
645,21,Strength,12,798,169,Low,8.2,28.5
646,47,Cardio,68,491,166,Low,4.6,28.5
647,53,Cardio,40,133,99,Low,6.8,28.5
648,24,Cardio,117,320,143,Medium,9.4,28.5
649,38,Strength,110,455,154,High,5.9,28.5
650,25,Strength,74,384,115,High,8.5,28.5
651,31,Running,21,246,131,Medium,4.4,28.5
652,22,Running,61,178,124,High,9.3,28.5
653,30,Yoga,113,417,105,Medium,6.1,28.5
654,57,Cardio,99,151,123,Medium,7.6,28.5
655,50,Cycling,98,356,88,Low,8.1,28.5
656,50,Strength,108,504,151,Low,8.3,28.5
657,31,Cardio,84,376,143,High,6.3,28.5
658,49,Cycling,90,997,140,Medium,7.3,28.5
659,48,Yoga,84,899,120,Low,7,28.5
660,26,HIIT,89,316,128,High,8,28.5
661,32,Running,79,388,92,Low,5.4,28.5
662,49,Running,112,210,159,Low,7.7,28.5
663,58,Cardio,105,937,162,Medium,9.5,28.5
664,46,Yoga,46,247,131,Low,8.6,28.5
665,24,Cycling,47,997,175,Medium,9.2,28.5
666,32,Cycling,36,343,155,High,7.3,28.5
667,18,HIIT,20,457,90,High,9.1,28.5
668,44,HIIT,99,326,151,Medium,5.2,28.5
669,45,Yoga,53,567,114,High,9.7,28.5
670,30,Strength,59,875,147,High,9.8,28.5
671,51,Yoga,93,811,96,Medium,7.6,28.5
672,32,Running,10,451,122,Medium,5.5,28.5
673,53,Strength,16,188,92,Low,4.5,28.5
674,33,HIIT,24,318,173,Medium,8.1,28.5
675,23,HIIT,98,372,82,High,8.7,28.5
676,20,Yoga,36,282,97,Low,7.7,28.5
677,39,HIIT,23,991,141,High,4.3,28.5
678,20,Strength,89,700,172,Low,6.9,28.5
679,54,Cardio,96,561,162,Low,5,28.5
680,57,Running,110,188,172,Low,7.2,28.5
681,57,Cycling,96,789,150,High,9.6,28.5
682,36,Running,64,229,99,Medium,10,28.5
683,45,Cycling,32,419,175,Medium,5.2,28.5
684,52,Cardio,78,274,121,Medium,8.4,28.5
685,28,HIIT,37,558,172,High,6.1,28.5
686,40,Running,44,789,91,Low,9.7,28.5
687,19,HIIT,39,104,126,Low,6.5,28.5
688,55,Strength,96,928,119,Low,6.1,28.5
689,50,Cycling,67,246,134,Low,8,28.5
690,43,HIIT,24,882,103,High,4.3,28.5
691,42,Cardio,98,604,126,Medium,6.8,28.5
692,55,Cardio,75,748,100,High,9.6,28.5
693,58,Strength,59,487,148,High,6.7,28.5
694,29,Running,29,800,161,High,4.2,28.5
695,58,Cycling,76,834,148,Low,6,28.5
696,52,Cycling,17,696,122,High,7.5,28.5
697,51,Running,24,709,124,Low,7.8,28.5
698,53,Yoga,47,912,109,Low,4.2,28.5
699,44,HIIT,61,202,96,Low,8.6,28.5
700,28,Yoga,86,684,123,High,5.2,28.5
701,18,Yoga,59,396,121,High,9.3,28.5
702,36,HIIT,73,665,89,High,6.4,28.5
703,22,Cycling,17,129,115,Low,7.2,28.5
704,23,HIIT,13,440,138,Low,7.8,28.5
705,50,Strength,37,896,139,High,6.9,28.5
706,34,Running,70,170,90,Medium,5.6,28.5
707,30,Strength,65,608,89,High,6.4,28.5
708,31,Running,13,453,113,High,8,28.5
709,21,Strength,22,701,166,High,4.4,28.5
710,19,Cycling,85,895,114,High,5.1,28.5
711,47,HIIT,32,296,148,Low,7.4,28.5
712,41,Yoga,72,821,136,Medium,5.3,28.5
713,29,HIIT,22,631,114,Medium,6.8,28.5
714,52,Cycling,21,790,94,Low,8.3,28.5
715,45,Cycling,71,742,158,Low,5.7,28.5
716,31,Yoga,107,906,154,Low,7.4,28.5
717,50,Cycling,111,346,125,Low,6.2,28.5
718,20,HIIT,93,749,127,Low,8,28.5
719,20,Yoga,75,414,158,Medium,8.1,28.5
720,50,Running,99,266,141,Medium,4.6,28.5
721,46,HIIT,55,380,133,Low,9.5,28.5
722,19,Yoga,83,961,163,Medium,5.3,28.5
723,57,Cycling,44,236,92,Low,8.9,28.5
724,31,Yoga,21,309,117,Medium,9.3,28.5
725,24,Yoga,105,513,126,Medium,5.4,28.5
726,21,Cycling,109,853,107,Low,8.7,28.5
727,30,Strength,70,501,81,High,9.7,28.5
728,35,Cardio,90,285,81,Low,8.9,28.5
729,24,Cardio,37,942,124,High,9,28.5
730,33,Cardio,91,949,170,Low,6,28.5
731,29,Strength,73,458,110,High,9.5,28.5
732,31,Cycling,104,935,101,High,4.9,28.5
733,23,Cycling,12,699,96,Medium,6.8,28.5
734,53,Running,116,666,104,High,9.5,28.5
735,30,Yoga,16,393,144,High,6.8,28.5
736,29,Strength,67,699,173,High,5.8,28.5
737,29,Running,105,948,86,Low,6.1,28.5
738,36,HIIT,103,560,116,Low,9.9,28.5
739,56,Strength,39,286,86,Low,5.6,28.5
740,29,HIIT,84,170,117,Low,9.8,28.5
741,44,Cycling,95,965,80,Low,6.8,28.5
742,52,HIIT,109,853,91,Low,5.9,28.5
743,22,Running,51,553,166,High,4.7,28.5
744,56,Running,58,157,99,Medium,4.2,28.5
745,39,Cardio,95,328,159,Medium,6.2,28.5
746,29,Running,49,921,103,Low,6.3,28.5
747,32,Running,104,231,115,Medium,9.2,28.5
748,23,Cycling,107,532,163,Low,4.8,28.5
749,56,Strength,64,818,143,High,9.3,28.5
750,53,HIIT,65,411,110,High,4.2,28.5
751,37,Strength,93,349,105,Low,7,28.5
752,56,Yoga,68,218,95,Low,7.1,28.5
753,40,Cycling,66,607,152,Medium,8.9,28.5
754,28,HIIT,21,510,148,Medium,9.4,28.5
755,47,Cardio,77,910,121,Medium,4.9,28.5
756,56,Yoga,12,891,156,High,5.4,28.5
757,27,Running,88,580,155,High,4.7,28.5
758,56,Cardio,66,781,108,Low,8,28.5
759,46,Yoga,110,557,129,Medium,9.2,28.5
760,37,Cycling,84,730,146,Low,8.3,28.5
761,32,Running,39,269,137,High,6.9,28.5
762,57,Strength,68,217,150,Low,4.9,28.5
763,58,Cycling,108,682,128,High,8.2,28.5
764,53,Yoga,23,736,130,High,6.3,28.5
765,49,Cardio,105,699,145,High,5.1,28.5
766,20,Cycling,36,320,130,Low,7.1,28.5
767,27,Strength,78,779,93,Low,6.9,28.5
768,50,HIIT,89,158,154,Low,5.2,28.5
769,50,Running,73,606,166,High,4.5,28.5
770,25,Running,79,940,131,Medium,9.8,28.5
771,18,Yoga,54,370,132,Low,5.4,28.5
772,56,Cardio,60,755,90,Medium,9,28.5
773,58,HIIT,36,682,118,Medium,8.9,28.5
774,20,HIIT,67,532,151,Medium,7.9,28.5
775,43,Cardio,92,599,95,Low,7.8,28.5
776,29,Cycling,100,234,97,High,6.3,28.5
777,27,Cycling,77,873,124,Medium,6.2,28.5
778,26,Yoga,13,833,102,Medium,7.7,28.5
779,29,Strength,61,377,156,Medium,4.3,28.5
780,28,Strength,16,279,129,High,6.8,28.5
781,59,HIIT,103,142,81,Low,5.9,28.5
782,59,Yoga,94,679,177,Low,7.5,28.5
783,30,Cardio,15,856,81,Low,8.2,28.5
784,25,Yoga,31,381,144,Medium,7.8,28.5
785,27,Cycling,105,760,150,High,8.5,28.5
786,56,Yoga,35,858,177,Medium,7,28.5
787,55,Running,11,110,164,Medium,4.7,28.5
788,21,HIIT,100,990,123,Low,5.1,28.5
789,20,Cycling,95,866,173,Medium,5.7,28.5
790,48,HIIT,116,103,119,Medium,5.8,28.5
791,25,Strength,73,573,146,Low,4.4,28.5
792,47,Cardio,63,367,107,Medium,4.6,28.5
793,33,Running,76,497,88,High,5.2,28.5
794,51,Yoga,96,678,88,Low,9.9,28.5
795,35,Yoga,67,318,128,Medium,7.7,28.5
796,46,Strength,39,105,154,Low,5.4,28.5
797,46,Strength,62,412,112,High,6.4,28.5
798,47,Cardio,103,254,96,High,7.9,28.5
799,38,Running,16,624,124,High,4.5,28.5
800,32,Cardio,20,381,135,High,5.6,28.5
801,51,Running,109,960,146,Low,8.7,28.5
802,19,Running,79,466,112,Medium,7.8,28.5
803,19,Running,68,914,173,Medium,6.9,28.5
804,33,Running,16,821,80,High,6.3,28.5
805,46,HIIT,102,588,110,High,8.9,28.5
806,22,Strength,63,848,91,Low,5,28.5
807,19,Cardio,79,731,108,Low,4.8,28.5
808,52,HIIT,29,609,84,Low,6.2,28.5
809,37,Running,94,576,135,High,5,28.5
810,30,Strength,28,441,162,High,8.7,28.5
811,50,Strength,33,494,161,High,6.4,28.5
812,29,Yoga,82,160,85,Low,8.6,28.5
813,39,HIIT,119,836,171,Medium,4.7,28.5
814,55,Cardio,75,580,84,Low,7.2,28.5
815,41,Cycling,107,797,164,Low,6.2,28.5
816,55,Cardio,72,743,84,Low,7.4,28.5
817,54,Running,95,158,100,High,6.9,28.5
818,32,Yoga,74,159,144,Medium,6.3,28.5
819,23,Running,106,857,161,Medium,5.3,28.5
820,31,Running,69,381,126,Low,5.8,28.5
821,42,Yoga,80,103,116,Low,9.4,28.5
822,18,Strength,73,373,96,High,4.9,28.5
823,24,Strength,112,553,103,High,5.3,28.5
824,54,Cardio,37,658,135,Low,8.3,28.5
825,52,Running,105,135,81,Low,6.7,28.5
826,33,Yoga,19,495,83,Medium,5.2,28.5
827,25,HIIT,42,684,125,Medium,9.7,28.5
828,49,HIIT,48,854,86,Low,4.8,28.5
829,30,Yoga,80,688,87,Low,7,28.5
830,43,Cycling,41,197,84,High,5,28.5
831,47,HIIT,44,500,143,High,4.5,28.5
832,38,Cycling,113,949,157,Medium,4.9,28.5
833,48,Yoga,39,187,171,High,6.6,28.5
834,42,Strength,53,935,113,High,8.4,28.5
835,49,Cardio,109,243,80,Low,8.4,28.5
836,27,Cardio,68,686,142,High,8.3,28.5
837,44,Cycling,57,853,159,High,4.3,28.5
838,19,Cardio,86,704,159,Low,4.8,28.5
839,52,Running,36,857,136,Medium,9.7,28.5
840,29,Running,56,502,178,Low,8.3,28.5
841,51,Cardio,42,331,122,Medium,9.8,28.5
842,30,Cardio,58,136,95,Low,6.9,28.5
843,50,Yoga,77,413,157,Low,6.6,28.5
844,30,Cycling,26,216,172,Low,6.5,28.5
845,57,Yoga,40,833,104,High,4.9,28.5
846,52,Cardio,97,202,95,Medium,7.2,28.5
847,47,Yoga,114,327,80,Low,9.1,28.5
848,19,Cardio,114,197,98,High,6.4,28.5
849,32,Cardio,115,514,82,High,4.9,28.5
850,35,HIIT,99,892,133,Medium,4.2,28.5
851,34,Yoga,15,948,164,Low,9.1,28.5
852,54,Cardio,96,522,92,Low,8.1,28.5
853,33,HIIT,90,566,99,High,9,28.5
854,33,Cycling,111,811,178,Medium,6.1,28.5
855,49,Yoga,49,580,139,High,6.4,28.5
856,48,Cycling,40,323,167,Low,9.4,28.5
857,40,Yoga,83,668,138,Medium,5.4,28.5
858,28,Strength,65,605,142,Low,7.8,28.5
859,56,Cardio,98,387,115,Low,7.4,28.5
860,46,Yoga,116,483,91,Medium,4.9,28.5
861,27,Strength,111,879,96,High,9,28.5
862,19,Yoga,33,634,121,High,5.9,28.5
863,56,HIIT,46,668,137,Medium,4.3,28.5
864,43,HIIT,44,864,144,Medium,5.4,28.5
865,45,Cycling,86,994,158,Low,8.7,28.5
866,39,Cardio,79,860,127,High,7.4,28.5
867,45,Strength,116,994,88,Medium,9.7,28.5
868,36,Cardio,33,701,143,High,5.6,28.5
869,30,Cardio,29,749,119,Low,8.8,28.5
870,24,Strength,45,444,163,Low,6.3,28.5
871,25,Cycling,56,440,103,Medium,6.3,28.5
872,25,Running,33,256,94,High,4.7,28.5
873,43,HIIT,32,500,140,High,7.9,28.5
874,30,HIIT,84,480,87,Low,5.8,28.5
875,29,HIIT,106,493,93,Medium,9.1,28.5
876,41,Cycling,20,274,138,High,7,28.5
877,53,Yoga,39,742,142,Low,7.1,28.5
878,43,Strength,42,537,141,Medium,5.8,28.5
879,58,Yoga,67,136,145,High,6.4,28.5
880,53,Strength,65,298,160,High,7.6,28.5
881,55,Cycling,56,713,103,Low,7.7,28.5
882,54,HIIT,63,979,169,Low,5.4,28.5
883,24,Running,110,151,161,Low,7.3,28.5
884,58,Strength,35,207,155,Low,9.2,28.5
885,46,Cycling,87,665,111,High,7.4,28.5
886,45,Strength,46,614,144,Low,5,28.5
887,57,Running,92,199,139,High,6,28.5
888,21,HIIT,65,651,107,Medium,5.9,28.5
889,57,Running,81,358,90,Medium,7.8,28.5
890,34,Cycling,24,247,113,Medium,6.7,28.5
891,48,HIIT,106,844,136,High,7.2,28.5
892,24,Strength,59,257,81,Medium,7.1,28.5
893,42,Strength,79,338,153,Low,9.7,28.5
894,46,HIIT,100,251,165,Medium,8.4,28.5
895,52,Cardio,99,112,85,Medium,9.9,28.5
896,45,Yoga,103,117,178,High,8,28.5
897,48,Running,68,128,130,High,7.8,28.5
898,58,HIIT,58,337,156,High,8,28.5
899,54,Strength,52,794,135,Medium,5.4,28.5
900,28,Yoga,105,591,148,High,9.7,28.5
901,18,Cycling,119,491,129,Medium,4.7,28.5
902,37,Running,53,817,126,Low,6.7,28.5
903,45,Cardio,22,468,169,Medium,7.9,28.5
904,52,Running,12,610,119,Low,6.5,28.5
905,26,Running,99,948,178,Low,8.1,28.5
906,48,Cardio,24,192,142,Low,7.2,28.5
907,35,Strength,103,753,154,Medium,4.3,28.5
908,38,Running,46,807,158,High,4.2,28.5
909,31,HIIT,19,278,127,Low,8,28.5
910,56,Cycling,76,214,82,Low,4.5,28.5
911,38,Strength,32,928,88,Medium,4,28.5
912,19,Running,119,480,165,Medium,7.9,28.5
913,45,Running,30,401,81,High,4.1,28.5
914,58,Cardio,114,494,96,High,6.6,28.5
915,52,Yoga,78,758,160,High,7.5,28.5
916,23,Strength,69,969,84,Low,5,28.5
917,25,Running,118,310,129,Low,8,28.5
918,51,Cardio,47,759,95,Medium,7.2,28.5
919,48,Cardio,89,541,96,Medium,9.7,28.5
920,20,Yoga,78,981,132,Medium,5.4,28.5
921,19,Cardio,95,456,166,Low,8.8,28.5
922,28,Running,82,370,168,Low,8.4,28.5
923,18,Cardio,43,501,175,Medium,4.8,28.5
924,57,Yoga,89,784,142,Medium,4.7,28.5
925,36,Strength,108,213,116,High,5,28.5
926,54,HIIT,15,302,122,Low,8.2,28.5
927,36,Yoga,103,852,82,Medium,8.6,28.5
928,21,Strength,25,743,116,Low,7.3,28.5
929,38,Running,88,866,91,Medium,7.9,28.5
930,35,Running,49,205,148,Low,4.6,28.5
931,21,Cycling,68,782,101,Medium,7.5,28.5
932,31,Cardio,113,241,106,High,6.5,28.5
933,27,Cycling,102,992,109,Low,5.6,28.5
934,35,Cycling,101,143,130,High,4.8,28.5
935,47,Running,81,990,114,Low,8.7,28.5
936,32,Cardio,14,424,167,Medium,4.7,28.5
937,22,Yoga,79,216,165,Low,7,28.5
938,28,Cardio,68,533,148,High,9.1,28.5
939,23,Cycling,21,620,87,Medium,8,28.5
940,24,Running,33,511,92,High,6.4,28.5
941,38,Cardio,119,732,177,Low,6.4,28.5
942,31,Yoga,88,477,127,High,4.8,28.5
943,34,Running,105,423,86,High,8.5,28.5
944,51,Running,58,264,170,High,7.4,28.5
945,18,Running,93,899,148,Low,5,28.5
946,26,HIIT,14,629,112,High,7.3,28.5
947,55,Strength,65,752,125,Medium,4.2,28.5
948,51,Cardio,75,627,142,Low,7.3,28.5
949,32,Strength,108,255,94,High,6.2,28.5
950,57,HIIT,40,143,145,Low,5.5,28.5
951,40,HIIT,94,762,92,Low,9.4,28.5
952,46,Running,15,867,146,High,9.7,28.5
953,25,Cycling,48,565,154,Low,9.1,28.5
954,19,HIIT,88,979,171,Medium,6.3,28.5
955,22,HIIT,21,165,130,Medium,7.8,28.5
956,58,Cycling,111,767,161,Medium,6.9,28.5
957,26,Cardio,18,904,87,Medium,4.4,28.5
958,58,Cardio,110,393,104,High,5.1,28.5
959,42,Yoga,87,155,170,Low,9.3,28.5
960,36,Strength,69,691,111,Medium,8.3,28.5
961,22,Yoga,42,699,85,Low,7.8,28.5
962,45,Strength,83,515,114,Low,7.2,28.5
963,50,Running,44,192,117,Low,7,28.5
964,56,Strength,87,370,166,Low,4.7,28.5
965,48,Cycling,25,798,82,Low,9.8,28.5
966,57,Cardio,103,521,169,Medium,6.3,28.5
967,19,Strength,42,809,104,Low,6.5,28.5
968,53,Strength,40,371,100,Low,8.3,28.5
969,21,Yoga,34,240,156,Low,8.7,28.5
970,25,Cardio,14,586,150,High,8.4,28.5
971,39,HIIT,32,374,169,Low,5.5,28.5
972,21,HIIT,86,776,101,Low,9.9,28.5
973,47,Cardio,16,256,176,High,8.3,28.5
974,19,Strength,37,554,82,Medium,5.1,28.5
975,45,Cycling,110,589,108,Medium,4.9,28.5
976,34,Running,44,689,135,Medium,6.7,28.5
977,43,Yoga,80,985,93,Medium,9.7,28.5
978,24,Cycling,19,226,132,High,4.8,28.5
979,54,Strength,76,558,167,High,7,28.5
980,43,Cycling,85,449,120,Medium,7.6,28.5
981,59,Strength,50,321,123,Low,5.6,28.5
982,30,Running,67,100,147,Low,6.7,28.5
983,24,HIIT,36,992,142,High,9.4,28.5
984,32,HIIT,17,304,88,Low,4.3,28.5
985,33,HIIT,114,941,143,Medium,8.7,28.5
986,48,Yoga,71,498,114,Medium,9.2,28.5
987,47,Running,106,153,86,High,4.9,28.5
988,21,Running,79,303,117,Medium,9.1,28.5
989,19,Cardio,33,814,132,Low,7.1,28.5
990,18,Yoga,72,115,106,Medium,4.1,28.5
991,43,Yoga,49,198,118,High,9.5,28.5
992,30,Yoga,51,698,157,High,9.1,28.5
993,46,Cardio,22,816,89,Medium,4.9,28.5
994,43,Cycling,55,907,90,Low,9.1,28.5
995,46,Yoga,47,651,130,Medium,8.8,28.5
996,55,HIIT,110,257,152,Medium,8,28.5
997,32,HIIT,99,315,137,Low,6.1,28.5
998,22,Yoga,24,944,172,Medium,9.1,28.5
999,26,Yoga,41,505,100,Medium,6.2,28.5
1000,27,Yoga,44,410,146,High,8.8,28.5
1001,20,Yoga,79,210,170,High,6.4,28.5
1002,53,HIIT,51,213,86,High,7.6,28.5
1003,19,Cardio,88,619,106,High,4.2,28.5
1004,46,Running,77,691,103,Low,5,28.5
1005,39,Yoga,28,813,92,High,7.2,28.5
1006,26,Cycling,104,571,162,High,6.3,28.5
1007,45,Cycling,40,510,176,Low,9.3,28.5
1008,51,Cycling,17,547,164,Low,4.6,28.5
1009,59,Cardio,73,197,140,Low,8.5,28.5
1010,33,HIIT,113,190,83,Low,7.2,28.5
1011,57,Cycling,23,662,109,High,5.6,28.5
1012,28,Cardio,28,582,150,High,4.4,28.5
1013,19,Cycling,46,536,168,Medium,4.2,28.5
1014,20,Cycling,79,713,139,Low,5.5,28.5
1015,55,Cycling,88,791,128,High,4.2,28.5
1016,34,Cycling,28,263,103,Low,4.3,28.5
1017,44,Strength,45,352,154,High,9.6,28.5
1018,30,Strength,94,505,151,Medium,6.3,28.5
1019,19,Yoga,59,616,165,High,4.4,28.5
1020,18,Cardio,11,462,150,Low,7,28.5
1021,58,HIIT,51,913,123,Low,9.4,28.5
1022,56,Cycling,60,524,166,Medium,4.6,28.5
1023,51,Yoga,28,640,150,Medium,9.1,28.5
1024,33,Yoga,101,622,174,High,7.5,28.5
1025,18,Strength,75,947,152,High,5,28.5
1026,47,Cycling,116,217,172,High,4.4,28.5
1027,52,Running,49,361,112,High,9.8,28.5
1028,27,Cardio,70,652,96,Medium,8.6,28.5
1029,36,Yoga,81,275,150,Low,9.1,28.5
1030,49,Running,51,141,113,Medium,9,28.5
1031,28,HIIT,23,745,111,Medium,5.6,28.5
1032,28,Cardio,16,608,178,Low,9.3,28.5
1033,58,HIIT,62,778,80,Medium,5.7,28.5
1034,50,Cycling,99,230,144,High,7.9,28.5
1035,38,Yoga,60,618,90,Medium,7.6,28.5
1036,41,Cycling,40,350,84,Medium,8.4,28.5
1037,32,HIIT,112,200,137,High,4.1,28.5
1038,39,Cardio,28,270,159,Medium,6.1,28.5
1039,23,Cardio,23,247,123,Low,9.2,28.5
1040,23,Yoga,48,916,147,High,9.9,28.5
1041,24,Cycling,48,935,86,High,6.9,28.5
1042,22,Strength,22,849,148,High,7.7,28.5
1043,50,HIIT,113,149,89,Medium,7.8,28.5
1044,18,Strength,78,336,127,Medium,8.2,28.5
1045,22,Cardio,12,358,100,High,6.9,28.5
1046,50,HIIT,78,179,90,Medium,4.1,28.5
1047,29,HIIT,27,989,120,Medium,8.7,28.5
1048,36,Cardio,24,767,175,High,5.5,28.5
1049,55,HIIT,11,980,110,High,7.4,28.5
1050,39,Cycling,57,225,157,Low,7.3,28.5
1051,30,Strength,16,468,130,High,9.2,28.5
1052,34,Cardio,25,742,151,High,6,28.5
1053,22,Strength,16,183,177,Low,7.2,28.5
1054,48,Cycling,50,581,81,Low,8.9,28.5
1055,33,Cardio,72,443,152,Low,6.4,28.5
1056,30,HIIT,73,907,172,Low,6.6,28.5
1057,25,HIIT,17,799,164,High,9.6,28.5
1058,28,Yoga,61,950,125,High,9,28.5
1059,42,Cycling,82,306,99,Low,7.2,28.5
1060,33,HIIT,102,115,92,Low,8.5,28.5
1061,44,Cycling,78,288,102,High,6,28.5
1062,20,Yoga,63,731,138,High,4.2,28.5
1063,51,Cardio,99,840,93,High,4.1,28.5
1064,41,Cardio,14,578,141,High,8.9,28.5
1065,21,Yoga,79,994,131,High,4.4,28.5
1066,42,Running,106,902,172,Low,8.1,28.5
1067,38,Strength,47,195,126,Medium,5.9,28.5
1068,44,Cycling,97,294,153,High,5.9,28.5
1069,39,Running,115,725,127,Medium,5,28.5
1070,34,Strength,43,511,145,Low,5.1,28.5
1071,24,Yoga,47,816,157,High,8,28.5
1072,23,Strength,66,866,121,Low,7.3,28.5
1073,43,Yoga,78,147,159,High,9.3,28.5
1074,56,Cycling,21,628,110,Medium,7.5,28.5
1075,58,Cardio,82,878,82,Medium,8.8,28.5
1076,58,Running,28,399,123,High,7.9,28.5
1077,44,Strength,107,175,172,Medium,5.2,28.5
1078,33,Cardio,56,854,106,Medium,6.8,28.5
1079,55,Yoga,39,715,113,Medium,5.9,28.5
1080,59,Strength,79,680,99,Low,9.9,28.5
1081,53,Strength,41,838,130,Medium,5.3,28.5
1082,39,HIIT,96,344,107,High,6.3,28.5
1083,24,Strength,110,702,169,Low,7.5,28.5
1084,22,Running,106,519,156,Medium,7.5,28.5
1085,58,HIIT,108,336,116,Medium,4.9,28.5
1086,38,Yoga,81,193,95,Medium,6.3,28.5
1087,42,Cycling,39,468,165,Medium,8.3,28.5
1088,52,Cardio,99,600,129,Low,9.3,28.5
1089,20,Strength,67,792,122,Medium,9.1,28.5
1090,46,HIIT,84,365,147,Low,5.9,28.5
1091,24,Cardio,109,970,130,Medium,8.6,28.5
1092,25,HIIT,89,444,149,High,8.5,28.5
